nft_id,rank,rarity_score
664,3594,1210.15
665,1436,1552.2
666,8965,822.26
667,9271,786.1
668,578,2025.07
669,8921,825.76
670,4973,1094.25
671,1212,1626.89
672,8689,843.99
673,5767,1041.92
674,4877,1100.32
675,364,2327.93
676,261,2557.16
677,2903,1286.57
678,5428,1063.58
679,5527,1057.32
680,5618,1051.31
681,8329,871.78
682,4983,1093.92
683,6399,1001.54
684,7700,916.9
685,7057,960.74
686,8631,849.34
687,8549,855.67
688,5518,1058.22
689,4000,1169.79
690,7281,944.2
691,6752,979.27
692,2452,1345.72
693,1551,1523.12
695,4394,1135.98
696,1796,1466.98
697,6224,1012.33
698,1361,1574.55
699,4583,1121.95
700,6953,967.21
701,7580,924.23
702,7352,938.78
703,3919,1176.32
704,3359,1235.76
705,7846,906.51
706,642,1944.56
707,5782,1041.27
708,4049,1165.2
709,9282,784.45
710,5058,1088.96
711,7833,907.69
712,8880,828.81
713,8670,846.12
714,9383,769.59
715,1959,1431.72
716,7756,913.17
718,2798,1299.42
719,2477,1341.77
720,8023,893.79
721,2756,1305.24
722,7893,903.2
723,7190,951.62
724,6420,1000.81
725,8168,883.82
726,406,2251.95
727,2589,1325.42
728,4163,1156.28
729,8106,888.51
730,7100,958.05
731,7874,904.25
732,9583,730.2
733,3205,1251.51
734,2048,1412.76
735,2464,1344.26
736,4379,1137.04
738,7214,949.22
739,9001,818.24
740,8346,870.06
741,9276,785.06
742,9404,766.78
743,6336,1005.4
744,9430,763.6
745,8473,860.43
746,6058,1023.26
747,3747,1192.63
748,8420,864.67
749,6932,968.16
750,227,2635.02
751,8978,820.61
752,2907,1286.13
753,3474,1224.63
754,3820,1185.2
755,7220,948.75
756,6147,1017.85
757,3238,1248.23
758,743,1858.66
759,6239,1011.17
760,5378,1066.99
761,4935,1097.31
762,9080,810.37
763,2694,1312.32
764,6227,1012.22
765,4309,1142.49
766,8041,892.27
767,2249,1378.95
768,355,2344.78
769,1842,1456.29
770,9205,795.12
771,7909,901.95
772,4115,1159.92
773,6424,1000.62
774,2916,1284.93
775,5399,1065.15
776,4486,1130.47
777,835,1796.08
778,5239,1077.33
779,8708,842.64
780,5655,1048.97
781,3141,1258.83
782,8303,873.81
783,9675,702.22
784,6678,984.23
785,5559,1054.94
786,9180,798.03
787,5720,1045.01
788,9589,728.73
789,4876,1100.34
791,2845,1293.09
792,9354,772.91
793,784,1829.42
794,9168,799.4
795,4829,1103.79
796,7187,951.74
797,2310,1367.61
798,7734,914.47
799,1843,1456.15
800,2026,1417.04
801,5248,1076.74
802,7705,916.57
803,2352,1361.95
804,281,2508.69
805,2924,1284.01
806,6408,1001.2
807,6056,1023.36
808,5980,1027.85
809,3597,1210.06
810,803,1816.6
811,7563,925.3
812,9028,815.26
813,9582,730.3
814,9728,682.31
815,4176,1154.82
816,3188,1253.79
817,5395,1065.61
818,7328,940.33
819,8478,860.24
820,7946,898.94
821,1055,1693.8
822,8904,827.41
823,3261,1244.85
824,6731,980.56
825,6132,1018.68
826,1836,1458.77
827,7080,959.26
828,2006,1420.28
829,1095,1676.04
830,682,1904.36
831,1137,1657.38
832,562,2039.42
833,1335,1582.23
834,8933,824.62
835,4075,1163.45
836,8410,865.4
837,8715,842.29
838,7520,927.81
839,5771,1041.81
840,1486,1539.21
841,5386,1066.47
842,5553,1055.37
843,6390,1001.88
844,1051,1695.29
845,9529,744.44
846,2758,1304.94
847,2964,1279.1
848,5476,1060.53
849,6447,998.93
850,9525,745.1
851,639,1947.4
852,45,3712.14
853,4329,1140.16
854,472,2167.29
855,7238,947.54
856,7898,902.6
857,7974,896.78
858,4857,1101.7
859,5601,1052.03
860,6843,974.13
861,3959,1172.59
862,5142,1083.78
863,2593,1324.86
864,4922,1098.14
865,7448,932.86
866,7560,925.63
867,6892,970.96
868,154,2837.98
869,5416,1064.03
870,980,1727.19
871,5106,1086.16
872,6349,1004.47
873,4894,1099.56
874,5440,1062.7
875,5815,1038.74
876,7030,962.11
877,8079,890.12
878,7708,916.29
879,2681,1313.37
880,3489,1223.52
881,8117,887.75
882,7104,957.88
883,1522,1530.69
884,379,2300.77
885,7405,935.33
886,3559,1214.19
887,2218,1383.78
888,4231,1149.07
889,7383,936.86
890,1774,1473.01
891,6939,967.9
892,9231,791.27
893,3192,1253.5
894,7698,917.04
895,6958,966.63
896,447,2196.52
897,3917,1176.56
898,2722,1308.52
899,4775,1107.95
900,1460,1546.86
901,5304,1071.54
902,1808,1464.57
903,1995,1423.04
904,6714,981.39
905,543,2059.78
906,6311,1006.89
907,6811,976.17
908,2373,1358.01
909,3986,1170.95
910,8663,846.58
911,6783,977.48
912,7451,932.84
913,3882,1179.29
914,637,1949.56
915,3805,1186.83
916,1862,1453.03
917,7714,915.91
918,2839,1293.75
919,5506,1058.78
920,4343,1139.15
921,849,1788.27
922,1623,1505.01
923,1952,1433.71
924,1980,1426.02
925,913,1755.09
926,2937,1282.5
927,7772,911.96
928,1151,1652.92
929,6256,1010.04
930,6652,985.91
931,3659,1203.17
932,4139,1158.1
933,7462,932.03
934,4228,1149.15
935,2337,1363.56
936,9780,649.22
937,66,3334.33
938,4392,1136.04
939,3453,1226.45
940,6918,969.01
941,2330,1364.94
942,2848,1292.67
943,7872,904.36
944,4028,1166.97
945,618,1978.27
946,9710,689.8
947,3028,1271.3
949,9083,809.92
950,7404,935.45
951,9203,795.23
952,7755,913.32
953,5147,1083.61
954,4589,1121.23
955,2955,1280.25
956,5225,1078.08
957,753,1853.35
958,2844,1293.22
959,5170,1082.17
960,1243,1617.05
961,5111,1085.88
962,5009,1092.27
963,7796,909.91
964,3089,1265.4
965,7853,905.98
966,4227,1149.55
967,7310,941.61
968,2256,1377.14
969,4791,1106.42
970,6271,1009.19
971,7813,908.86
972,2814,1297.29
973,3213,1250.9
974,7336,939.88
975,4494,1129.45
976,1294,1598.7
977,3818,1185.47
978,7448,932.86
979,178,2762.52
980,8688,844.16
981,3770,1190.32
982,4155,1157.01
983,4905,1098.82
984,1828,1460.5
985,7033,961.95
986,3987,1170.91
987,4832,1103.46
989,5031,1090.79
990,6945,967.58
992,5685,1047.14
993,9145,802.57
994,2568,1327.71
995,9684,699.56
996,2080,1407.75
997,4344,1139.08
998,1109,1669.86
999,3008,1272.82
1000,9594,727.27
1001,721,1870.47
1002,5990,1027.31
1003,4726,1111.76
1004,9681,700.79
1005,9197,796.64
1006,7455,932.34
1007,4325,1140.65
1008,7707,916.38
1009,3593,1210.27
1010,7744,913.81
1011,241,2605.23
1012,2657,1317.55
1013,8254,877.34
1014,3671,1202.17
1015,2884,1287.83
1016,4438,1133.64
1017,6926,968.81
1018,3920,1175.99
1019,774,1836.25
1020,9192,797.23
1021,1190,1637.4
1022,3056,1268.24
1023,7955,898.32
1024,9094,808.64
1025,2375,1357.84
1026,1182,1639.17
1027,848,1788.94
1028,9528,744.62
1029,7523,927.62
1030,4795,1106.21
1031,3331,1238.1
1032,970,1729.75
1033,8673,846.04
1034,8151,885.14
1035,9060,812.57
1036,4879,1100.23
1037,3439,1227.63
1038,1908,1442.44
1039,8228,879.75
1040,9324,779.95
1041,1528,1529.45
1042,6869,972.26
1043,6563,990.86
1044,3754,1192.21
1045,5628,1050.95
1046,1116,1666.22
1047,5338,1069.6
1048,2639,1319.57
1049,6505,994.93
1050,8135,886.19
1051,3596,1210.07
1052,2082,1406.81
1054,3873,1179.87
1055,3579,1212.07
1056,4757,1109.32
1057,9309,781.11
1058,8442,863.32
1059,2958,1279.86
1060,8435,863.75
1061,4306,1142.73
1062,4590,1121.19
1063,4040,1165.95
1064,663,1922.8
1065,7096,958.37
1066,6845,973.95
1067,767,1840.13
1068,1474,1543.82
1069,1874,1451.88
1070,1201,1632.53
1071,6495,995.56
1072,7960,897.57
1073,6841,974.22
1074,8915,826.32
1075,7302,942.46
1076,1853,1454.12
1077,1737,1479.69
1078,6865,972.38
1079,3655,1203.47
1080,6592,989.39
1081,5381,1066.74
1082,26,4013.81
1084,6063,1022.99
1085,7089,958.75
1086,3691,1199.79
1087,5745,1043.13
1088,5439,1062.76
1089,3476,1224.27
1090,932,1747.41
1091,2321,1366
1092,3312,1239.79
1093,8564,854.24
1094,492,2134.79
1095,2164,1394.08
1096,4755,1109.71
1097,7051,961.15
1098,5246,1076.82
1099,893,1765.69
1100,1172,1642.87
1101,8405,865.99
1102,8291,874.28
1103,7443,933.19
1104,631,1954.77
1105,1110,1668.95
1106,6085,1021.21
1107,1327,1584.44
1108,1526,1530.06
1109,6010,1026.33
1110,2729,1307.75
1111,7617,921.84
1112,4783,1107.09
1113,1041,1699.12
1114,9464,757.84
1115,6054,1023.4
1116,9275,785.17
1117,531,2081.75
1118,2811,1297.51
1119,5199,1079.39
1120,397,2266.63
1121,3024,1271.72
1122,2011,1419.4
1123,2655,1317.72
1124,9170,799.35
1125,9421,765.01
1126,9147,802.4
1127,7989,895.99
1128,9727,682.8
1129,1449,1549.5
1130,2304,1368.36
1131,6766,978.56
1132,2056,1411.49
1133,5749,1042.76
1134,6337,1005.37
1135,6219,1012.73
1136,3836,1183.5
1137,7419,934.41
1138,7656,920.1
1139,56,3428.18
1140,113,2982.4
1141,6180,1015.77
1142,8216,880.4
1143,2092,1404.95
1144,9224,792.07
1145,3535,1218.73
1146,8712,842.53
1147,4170,1155.52
1148,5326,1070.07
1149,334,2383.77
1150,1610,1509.69
1151,1381,1566.27
1152,2012,1419.39
1153,203,2698.89
1154,7775,911.73
1155,2594,1324.83
1156,4995,1093.17
1157,6922,968.92
1158,2739,1307.16
1159,1162,1648.1
1160,7084,959.16
1161,7539,927.03
1163,8188,882.14
1164,5831,1037.88
1165,483,2146.49
1166,3780,1189.54
1167,1114,1666.57
1168,6378,1002.38
1169,5217,1078.48
1170,3953,1173.29
1171,3839,1183.18
1172,7432,933.62
1173,1761,1474.48
1174,8357,869.14
1175,2603,1323.31
1176,6030,1025.32
1177,4271,1145.25
1178,5715,1045.34
1179,1048,1695.83
1180,4944,1096.73
1181,5138,1083.89
1182,3775,1189.94
1183,4779,1107.6
1184,4100,1161.45
1185,4278,1144.83
1186,8772,837.84
1187,3761,1191.64
1188,6317,1006.48
1189,2632,1320.55
1190,4620,1118.89
1191,1685,1489.57
1192,9254,788.55
1193,9322,780.07
1194,6065,1022.94
1195,3106,1264.09
1196,6639,986.72
1197,5958,1029.78
1198,7554,926.05
1199,9772,655.99
1200,5408,1064.35
1201,7809,909.04
1202,3525,1219.77
1203,911,1756.77
1204,579,2023.58
1205,6602,988.81
1206,8358,868.94
1207,5230,1077.6
1208,4913,1098.56
1209,8544,856.16
1210,787,1826.3
1211,6612,988.23
1212,4838,1102.93
1213,971,1729.59
1214,4441,1133.45
1215,8131,886.52
1216,6004,1026.47
1217,711,1876.06
1218,2730,1307.57
1219,8375,867.47
1220,4183,1154.05
1221,2251,1378.69
1222,9268,786.22
1223,5025,1091.28
1224,5682,1047.22
1225,6181,1015.71
1226,761,1848.4
1227,519,2089.41
1228,2532,1333.89
1229,8654,847.17
1230,8223,880.02
1231,3442,1227.35
1232,6363,1003.47
1233,7314,941.33
1234,7717,915.48
1235,3940,1173.86
1236,6212,1013.09
1237,8287,874.55
1238,3591,1210.32
1239,1119,1665.95
1240,968,1730.54
1241,3816,1185.58
1242,145,2869.71
1243,344,2370.31
1244,7135,955.84
1245,7235,947.68
1246,3611,1208.15
1247,5777,1041.53
1248,6750,979.39
1249,1099,1674.67
1250,1149,1653.41
1251,9219,792.44
1252,3054,1268.28
1253,1921,1439.74
1254,3990,1170.74
1255,8449,862.7
1256,689,1897.99
1257,7546,926.78
1258,1657,1496.75
1259,6318,1006.44
1260,2087,1405.56
1261,7544,926.83
1263,4725,1111.81
1264,6912,969.6
1265,5926,1031.61
1266,8108,888.29
1267,7675,918.47
1268,5763,1041.97
1269,7742,913.98
1270,8740,840.71
1271,3381,1233.02
1272,5739,1043.46
1273,7364,938.09
1274,2348,1362.51
1275,1432,1553.13
1276,5895,1033.57
1277,3005,1273.39
1278,6915,969.24
1279,7907,902
1280,2503,1339.1
1281,3347,1236.73
1282,5692,1046.61
1283,7620,921.78
1284,9176,798.14
1285,8805,835.7
1286,4384,1136.73
1287,5901,1033.41
1289,9585,729.32
1290,3737,1194.13
1291,1616,1508.16
1292,2043,1413.58
1293,7980,896.59
1294,6294,1007.63
1295,3148,1258.18
1296,4263,1146.3
1297,8333,871.66
1298,7830,907.78
1299,9016,816.32
1300,1038,1700.61
1301,5097,1086.65
1302,2273,1375.08
1303,2388,1356.15
1304,8253,877.44
1305,3574,1212.62
1306,4606,1120.11
1307,9304,782.38
1308,7526,927.42
1309,6035,1024.89
1310,4241,1148.47
1311,2837,1293.87
1312,4769,1108.53
1313,4191,1153.53
1314,34,3862.04
1315,4491,1129.92
1316,6386,1002.04
1317,2127,1399.09
1318,6093,1020.94
1319,7417,934.6
1320,9174,798.64
1321,2850,1292.32
1322,2206,1386.01
1323,9526,744.99
1324,791,1824.82
1325,4383,1136.83
1326,5356,1068.8
1327,4816,1104.76
1328,6964,966.29
1329,759,1849.03
1330,7237,947.57
1331,6403,1001.44
1332,576,2026.43
1333,6511,994.58
1334,7391,936.41
1335,1965,1429.79
1336,7194,951.29
1337,8484,859.91
1338,4730,1111.53
1339,4105,1160.65
1340,6090,1021.03
1341,1326,1584.72
1342,2138,1397.4
1343,9362,771.85
1344,5674,1047.78
1345,2870,1290.36
1346,8171,883.44
1347,4074,1163.47
1348,4048,1165.23
1349,2031,1416.05
1350,7788,910.49
1351,3170,1256.24
1352,7631,921.33
1353,5477,1060.51
1354,2284,1372.71
1355,7082,959.22
1356,7647,920.31
1357,8969,821.91
1358,4254,1147.26
1359,8055,891.46
1360,8013,894.64
1361,7318,941.21
1362,1766,1474.27
1363,914,1755.08
1365,6376,1002.49
1366,2984,1276.3
1367,5313,1070.91
1368,8809,835.64
1369,6288,1008.14
1370,8431,863.98
1371,1846,1455.93
1372,7256,946.28
1373,8210,880.94
1374,8197,881.81
1375,1664,1494.78
1376,995,1722.69
1377,3760,1191.74
1378,792,1823.98
1379,8267,876.61
1380,9737,679.51
1381,1562,1520.05
1382,4474,1131.53
1383,2366,1359.71
1384,2252,1378.63
1385,7382,936.95
1386,9423,764.91
1387,2496,1339.62
1388,7137,955.58
1389,7875,904.22
1390,573,2028.19
1391,4699,1114.05
1392,9503,749.84
1393,9317,780.42
1394,2832,1294.9
1395,7965,897.36
1396,2193,1389.25
1397,7223,948.58
1398,8148,885.46
1399,9395,768.06
1400,9183,797.98
1401,856,1785.77
1402,2966,1278.93
1403,3798,1187.38
1404,2186,1390.61
1405,6668,984.84
1406,4461,1132.33
1407,7995,895.76
1408,1805,1465.05
1409,5519,1058.15
1410,8773,837.73
1411,3303,1240.58
1412,9693,694.17
1413,5123,1085.1
1414,6504,994.96
1416,3222,1249.61
1417,8329,871.78
1418,8054,891.48
1419,6216,1012.86
1420,2254,1378.01
1421,994,1723.13
1422,7843,906.72
1423,4053,1164.85
1424,723,1870
1425,2327,1365.47
1426,8230,879.35
1427,2180,1391.76
1428,9290,783.96
1429,2611,1322.67
1430,1873,1451.89
1431,420,2231.4
1432,5722,1044.87
1433,4636,1118.05
1434,231,2627.03
1435,2893,1287.13
1436,6893,970.95
1437,1780,1471.48
