NFT ID,Rarity Score,Rank
1,240.58,13588
2,232.49,14456
3,367.97,3765
4,226.09,15138
5,281.74,9315
6,431.63,2257
7,376.69,3485
8,740.84,302
9,300.33,7668
10,212.68,16440
11,231.35,14574
12,452.52,1936
13,253.46,12170
14,330.58,5543
15,356.58,4214
16,838.03,180
17,504.41,1308
18,529.62,1066
19,361.25,4011
20,441.9,2109
21,176.03,19132
22,461.77,1809
23,297.36,7907
24,331.59,5478
25,390.48,3124
26,261.87,11267
27,230.89,14630
28,303.22,7423
29,196.45,17849
30,291.77,8399
31,269.01,10551
32,206.45,17022
33,209.12,16771
34,249.16,12679
35,229.32,14799
36,282.67,9223
37,304.08,7349
38,285.5,8973
39,310.57,6890
40,249.85,12608
41,257.93,11678
42,269.44,10500
43,460.68,1827
44,230.88,14631
45,186.31,18557
46,180.91,18864
47,294.37,8179
48,347.28,4615
49,272.9,10162
50,250.03,12589
51,304.37,7324
52,253.78,12129
53,371.88,3640
54,267.14,10726
55,543.17,940
56,221.52,15603
57,335.99,5206
58,386.02,3237
59,430.9,2273
60,275.97,9858
61,289.67,8572
62,191.59,18202
63,244.12,13229
64,252.78,12260
65,216.06,16121
66,289.51,8586
67,385.58,3249
68,208.33,16854
69,209.95,16691
70,259.8,11489
71,474.61,1629
72,387.2,3204
73,243.58,13291
74,254.17,12081
75,250.13,12579
76,442.08,2107
77,569.97,774
78,254.49,12045
79,243.97,13250
80,259.96,11472
81,278.39,9627
82,316.32,6456
83,251.03,12459
84,296.05,8016
85,323.76,5970
86,268.21,10623
87,255.82,11902
88,384.27,3287
89,390.03,3136
90,294.1,8204
91,202.91,17332
92,213.39,16381
93,423.45,2409
94,301.92,7532
95,319.52,6250
96,389.18,3164
97,186.8,18533
98,145.54,19881
99,512.92,1214
100,369.87,3710
101,189.96,18310
102,174.33,19206
103,319.89,6223
104,833.7,186
105,253.71,12135
106,242.34,13424
107,321.98,6090
108,261.18,11345
109,283.9,9101
110,341.1,4930
111,179.75,18927
112,381.19,3380
113,326.67,5767
114,530.72,1052
115,184.85,18646
116,188.55,18408
117,365.58,3843
118,246.49,12981
119,220.59,15689
120,208.41,16847
121,177.56,19060
122,216.06,16121
123,220.39,15712
124,321.69,6103
125,160.41,19623
126,212.29,16471
127,219.47,15807
128,278.67,9593
129,286.17,8917
130,267.3,10708
131,241.11,13534
132,415.91,2551
133,401.69,2840
134,171.21,19324
135,260.65,11410
136,319.83,6227
137,245.07,13136
138,523.2,1123
139,243.43,13308
140,374.19,3559
141,277.31,9742
142,195.65,17906
143,675.91,390
144,520.34,1144
145,271.08,10326
146,383.06,3330
147,178.75,18989
148,192.38,18141
149,240.09,13643
150,327.76,5691
151,462.85,1791
152,245.25,13119
153,266.78,10752
154,339.62,5016
155,358.44,4138
156,169.47,19378
157,269.16,10532
158,213.73,16346
159,171.57,19304
160,245.74,13070
161,502.04,1339
162,224.94,15251
163,367.56,3782
164,182.64,18768
165,201.94,17423
166,265.01,10929
167,253.58,12152
168,199.97,17579
169,278.55,9608
170,194.55,17989
171,439.98,2142
172,286.66,8864
173,209.14,16768
174,232.5,14454
175,526.84,1090
176,393.3,3051
177,259.71,11504
178,121.71,19987
179,332.95,5390
180,832.61,189
181,246.23,13015
182,272.56,10190
183,340.2,4970
184,450.01,1974
185,250.31,12549
186,290.31,8524
187,259.78,11494
188,242.69,13385
189,179.22,18959
190,240.6,13586
191,294.97,8120
192,186.89,18524
193,358.27,4144
194,247,12922
195,395.84,2995
196,187.87,18454
197,280.63,9404
198,225.58,15184
199,257.67,11696
200,325.63,5829
201,225.45,15197
202,353.13,4363
203,156.03,19736
204,387.81,3193
205,240.16,13635
206,198.01,17744
207,218,15935
208,234.54,14219
209,285.82,8951
210,367.66,3777
211,271.1,10322
212,389,3170
213,247.47,12869
214,199.7,17610
215,416.35,2548
216,293.46,8256
217,154.74,19754
218,257.26,11746
219,659.86,419
220,354.17,4309
221,335.18,5259
222,350.16,4495
223,386.79,3216
224,205.44,17124
225,349.03,4549
226,259.23,11562
227,256.05,11878
228,177.13,19080
229,230.44,14676
230,218.4,15897
231,347.22,4618
232,229.13,14822
233,270.94,10338
234,246.81,12946
235,292.54,8328
236,508.34,1265
237,197.77,17760
238,167.79,19432
239,251.98,12361
240,297.08,7926
241,404.18,2784
242,260.82,11389
243,273.11,10139
244,189.94,18312
245,353.67,4345
246,214.66,16262
247,208.11,16876
248,219.63,15787
249,230.99,14620
250,235.47,14121
251,351.38,4433
252,280.44,9425
253,211.25,16569
254,184.01,18691
255,212.29,16471
256,310.22,6914
257,230.35,14683
258,369.78,3716
259,303.3,7413
260,436.03,2192
261,287.34,8815
262,404.8,2763
263,193.24,18081
264,247.28,12891
265,305.04,7275
266,255.48,11938
267,255.35,11957
268,325.52,5841
269,237.72,13905
270,250.32,12548
271,207.89,16899
272,423.55,2407
273,219.58,15796
274,314.22,6602
275,217.46,15996
276,213.55,16362
277,309.3,6970
278,287.89,8753
279,209.03,16785
280,262.33,11206
281,270.88,10347
282,530.99,1049
283,293.77,8229
284,289.54,8583
285,202.1,17407
286,169.16,19395
287,458.29,1861
288,260.69,11401
289,181.3,18846
290,248.35,12776
291,276.27,9834
292,427.85,2332
293,462.41,1797
294,204.03,17237
295,211.71,16523
296,278.63,9599
297,307.32,7124
298,236.1,14059
299,273.99,10061
300,366.09,3827
301,118.03,19990
302,292.12,8371
303,202.99,17327
304,179.85,18920
305,413.49,2596
306,780.71,249
307,227.35,15032
308,195.78,17895
309,316.7,6434
310,366.84,3802
311,361.43,4005
312,246.02,13040
313,198.99,17665
314,178.64,18999
315,269.55,10489
316,172.08,19281
317,199.28,17642
318,236.1,14059
319,215.95,16136
320,277.32,9740
321,392.42,3073
322,191.13,18240
323,249.58,12630
324,287.36,8811
325,463.91,1779
326,491.23,1451
327,238.33,13828
328,4133.88,27
329,305.56,7248
330,198.48,17715
331,20387.46,8
332,455.02,1899
333,204.29,17208
334,335.19,5257
335,278.86,9576
336,178.11,19030
337,216.16,16108
338,228.56,14888
339,538.11,986
340,326.34,5782
341,775.26,257
342,542.5,951
343,221.9,15553
344,311.88,6784
345,446.48,2032
346,236.09,14062
347,255.28,11969
348,212.37,16462
349,368.79,3739
350,451.93,1944
351,341.29,4921
352,442.92,2092
353,256.55,11822
354,484.36,1525
355,246.93,12934
356,325.29,5858
357,166.9,19468
358,203.23,17299
359,250.67,12511
360,214.43,16288
361,228.67,14874
362,312.34,6744
363,298.32,7829
364,187.98,18448
365,213.81,16341
366,349.16,4538
367,304.58,7312
368,327.54,5704
369,502.57,1329
370,385.54,3253
371,291.06,8463
372,907.73,126
373,278.14,9648
374,636.8,475
375,464.93,1765
376,254.9,11998
377,237.24,13950
378,280.08,9452
379,182.46,18779
380,286.49,8885
381,315.87,6490
382,320.01,6216
383,260.51,11419
384,177.01,19088
385,205.56,17114
386,248.26,12786
387,316.72,6432
388,251.76,12380
389,317.22,6398
390,265.54,10891
391,308.33,7051
392,269.04,10545
393,336.28,5190
394,235.44,14125
395,481.09,1561
396,530.86,1051
397,367.9,3769
398,204.78,17171
399,270.42,10394
400,408.12,2696
401,307.72,7094
402,184.94,18638
403,384.08,3295
404,265.49,10894
405,290.36,8518
406,363.76,3912
407,357.96,4155
408,233.8,14295
409,401.54,2844
410,197.35,17792
411,252.49,12299
412,285.43,8980
413,218.37,15899
414,281.58,9327
415,396.46,2975
416,276.5,9817
417,206.84,16993
418,381.95,3357
419,191.7,18198
420,399.85,2883
421,404.84,2760
422,211.73,16521
423,269.81,10460
424,272.11,10239
425,288.16,8727
426,176.96,19092
427,185.22,18618
428,430.72,2275
429,329.01,5621
430,271.22,10307
431,336.61,5175
432,321.18,6138
433,323.95,5955
434,385.02,3260
435,234.59,14212
436,325.96,5804
437,193.1,18095
438,273,10151
439,181.96,18808
440,289.33,8608
441,345.74,4708
442,229.59,14768
443,5180.84,24
444,234.11,14260
445,175.61,19147
446,243.74,13279
447,338,5100
448,315.72,6502
449,272.7,10177
450,248.15,12798
451,523.32,1121
452,434.39,2220
453,548.53,903
454,304.68,7306
455,240.67,13576
456,206.38,17028
457,516.7,1182
458,230.9,14628
459,581.86,717
460,381.56,3370
461,257.01,11772
462,256.57,11820
463,248.84,12708
464,318.69,6306
465,479.71,1582
466,327.39,5718
467,419.57,2481
468,194.23,18029
469,235.13,14158
470,269.7,10473
471,214.57,16275
472,238.75,13771
473,303.54,7388
474,333.37,5370
475,254.02,12098
476,240.66,13578
477,179.56,18943
478,239.19,13730
479,186.84,18529
480,177.86,19044
481,597.36,634
482,295.6,8070
483,177.12,19082
484,222.27,15520
485,587.06,686
486,217.07,16032
487,286.44,8888
488,247.5,12865
489,333.54,5361
490,236.05,14070
491,585.55,689
492,183.72,18700
493,423.37,2412
494,373.62,3571
495,341.49,4913
496,328.38,5655
497,409,2677
498,305.01,7279
499,213.72,16347
500,744.97,296
501,348.43,4573
502,198.23,17736
503,249.48,12644
504,258.34,11635
505,222.27,15520
506,195.24,17945
507,306.01,7223
508,197.21,17801
509,470.72,1680
510,496.03,1395
511,231.55,14546
512,352.45,4399
513,301.96,7525
514,277.15,9761
515,231.07,14613
516,219.37,15815
517,193.12,18093
518,418.53,2497
519,253.53,12158
520,239.14,13734
521,282,9284
522,237.59,13917
523,274.04,10055
524,192.06,18167
525,282.95,9191
526,313.29,6664
527,285.22,9000
528,167.27,19454
529,314.59,6575
530,350.84,4461
531,232.76,14417
