NFT ID,Rarity Score,Rank
1,274.03,303
2,545.8,87
3,131.81,849
4,203.52,521
5,111.92,939
6,142.96,793
7,168.03,665
8,158.57,710
9,191.54,559
10,220.63,443
11,249.44,360
12,303.89,261
13,134.58,831
14,263.68,328
15,349.72,209
16,602.89,67
17,204.86,516
18,231.58,409
19,98.5,993
20,437.6,150
21,1193.85,13
22,403.91,169
23,587.89,72
24,188.3,572
25,237.11,394
26,188.02,575
27,267.83,320
28,133.87,836
29,200.06,531
30,180.77,607
31,171.92,645
32,250.64,356
33,181.85,601
34,184.02,593
35,197.53,541
36,213.42,471
37,213.5,470
38,102.72,975
39,200.32,529
40,158.46,711
41,249.52,359
42,259.29,342
43,223,431
44,128.99,859
45,136.13,822
46,212.56,474
47,217.01,460
48,209.91,483
49,504.37,99
50,137.92,815
51,157.87,715
52,247.37,373
53,248.46,369
54,259.14,343
55,154.96,724
56,96.12,997
57,216.95,461
58,122.31,887
59,276.9,296
60,291.5,268
61,847.8,29
62,330.92,227
63,2408.39,1
64,229.52,412
65,295.96,265
66,148.13,763
67,243.92,386
68,281.29,285
69,145.24,779
70,263.54,329
71,248.64,365
72,206.48,504
73,105.63,958
74,281.24,286
75,318.77,239
76,124.78,876
77,262.82,331
78,200.83,527
79,109.67,946
80,237.46,392
81,159.13,706
82,267.36,321
83,255.12,350
84,131.6,853
85,248.35,370
86,104.9,964
87,189.06,568
88,157.97,713
89,237.34,393
90,193.55,556
91,157.97,713
92,152.36,742
93,144.05,788
94,201.59,525
95,268.92,316
96,144.43,785
97,155.72,721
98,84.27,1018
99,256.38,349
100,188.23,573
101,205.69,510
102,114.67,926
103,126.5,865
104,114.74,925
105,146.99,767
106,217.08,459
107,121.31,891
108,126.03,867
109,221.83,437
110,125.69,869
111,274.67,302
112,219.8,447
113,188.21,574
114,189.89,565
115,162.07,691
116,475.46,125
117,1034.17,21
118,601.31,68
119,526.68,94
120,561.21,82
121,277.47,294
122,126.72,863
123,209.99,482
124,166.01,674
125,401.22,173
126,1399.31,7
127,95.21,1000
128,517.31,96
129,482.13,118
130,236.6,395
131,542.75,89
132,247.77,372
133,116.97,910
134,580.7,75
135,170,658
136,490.58,110
137,262.75,332
138,101,983
139,383.46,182
140,154.44,727
141,214.53,466
142,283.84,276
143,219.75,448
144,141.05,802
145,99.36,989
146,245.09,382
147,197.7,539
148,234.28,400
149,105.32,962
150,275.69,298
151,190.22,564
152,282.84,279
153,104.8,965
154,121.15,892
155,103.25,974
156,208.18,493
157,154.54,726
158,79.94,1021
159,187.68,576
160,244.44,384
161,156.1,719
162,731.59,44
163,405.6,168
164,159.1,707
165,145.59,775
166,675.47,54
167,138.8,812
168,120.01,897
169,164.73,681
170,282.54,281
171,392.78,175
172,144.69,783
173,114.39,928
174,433.83,152
175,221.43,439
176,152.38,741
177,840.94,31
178,206.18,506
179,868.72,24
180,251.27,355
181,194.85,550
182,94.35,1002
183,119.91,898
184,231.2,410
185,91.57,1008
186,118.36,906
187,804.92,34
188,101.05,982
189,151.29,747
190,284.11,275
191,480.79,120
192,485.21,115
193,145.07,780
194,288.89,270
195,415.11,158
196,248.71,364
197,186.29,582
198,214.97,465
199,175.79,630
200,262.15,335
201,224.19,427
202,233.06,406
203,137.41,819
204,169.73,659
205,205.56,512
206,493.02,109
207,206.92,502
208,138.27,814
209,280.47,288
210,146.05,773
211,217.57,457
212,152.51,738
213,134.61,830
214,412.86,160
215,152.51,738
216,121.56,890
217,145.59,775
218,79.45,1022
219,220.2,444
220,1143.23,16
221,1133.45,17
222,101.53,980
223,244.54,383
224,183.89,594
225,150.27,754
226,314.23,245
227,216.44,463
228,768.84,38
229,144.66,784
230,254.76,351
231,208.76,488
232,121.58,889
233,167.52,667
234,107.24,952
235,424.74,155
236,118.78,902
237,1186.33,14
238,112.83,935
239,473.21,126
240,92.38,1006
241,279.12,290
242,382.03,184
243,182.58,599
244,170.72,651
245,93.07,1005
246,88.97,1014
247,248.6,367
248,233.38,404
249,116.47,914
250,689.99,50
251,612.11,66
252,106.06,957
253,144.86,781
254,273.44,304
255,268.16,319
256,773.84,37
257,129.99,857
258,104.21,966
259,205.67,511
260,116.66,912
261,169.27,661
262,383.03,183
263,190.82,562
264,228.83,416
265,204.52,518
266,270.99,310
267,229.88,411
268,464.26,130
269,753.94,39
270,276.21,297
271,211.16,478
272,178.18,615
273,187.38,578
274,347.52,215
275,1161.03,15
276,309.67,254
277,577.34,76
278,172.26,643
279,260.29,340
280,333.98,225
281,209.42,486
282,159.25,704
283,278.75,291
284,118.48,904
285,439.44,148
286,225.15,424
287,145.39,778
288,171.76,647
289,140.65,805
290,146.95,769
291,348.18,213
292,207.41,501
293,200.66,528
294,208.14,495
295,194.89,549
296,138.66,813
297,265.92,323
298,215.41,464
299,278.42,292
