API,NFT ID,Rarity Score,Rank
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,1,13529.61,9
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,2,16344.8,3
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,3,17468.83,2
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,4,13457.15,15
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,5,13491.84,11
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,6,13461.54,14
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,7,14557.41,6
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,8,21474.72,1
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,9,14613.54,5
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,10,15346.35,4
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,11,13544.78,7
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,12,13487.38,12
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,13,13473.58,13
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,14,13544.78,7
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,15,13527.27,10
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,16,182.96,315
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,17,178.78,379
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,18,174.43,460
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,19,203.87,89
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,20,176.4,426
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,21,175.7,435
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,22,176.81,413
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,23,172.17,504
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,24,223.56,46
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,25,192.05,183
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,26,168.41,549
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,27,177.67,399
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,28,185.92,272
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,29,184.7,289
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,30,179.36,371
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,31,165.28,587
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,32,183.16,312
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,33,193.61,162
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,34,162.64,606
https://api.raritysniper.com/public/collection/legendary-safuu-club/id/,35,190.59,205
