NFT ID,Rarity Score,Rank
1,1191.9,2353
2,710.9,5423
3,918.33,4563
4,943.26,4367
5,1817.21,367
6,889.88,4781
7,1182.67,2425
8,838.01,5107
9,1558.04,851
10,889.61,4785
11,938.26,4411
12,1241.28,2032
13,1595.29,764
14,1409.38,1274
15,1363.32,1472
16,1102.71,3018
17,1548.59,877
18,1172.4,2489
19,1776.07,418
20,1059.91,3349
21,1203.55,2285
22,1068.25,3282
23,1413.21,1260
24,831.94,5134
25,1188.3,2386
26,2130.07,147
27,2179.05,132
28,898.29,4727
29,1621.39,695
30,886.82,4814
31,1344.74,1543
32,942.72,4374
33,1383.68,1386
34,1038.87,3536
35,1595.52,763
36,1116.59,2901
37,1313.18,1668
38,1048.51,3452
39,1043.06,3503
40,1724.31,488
41,1050.13,3434
42,905.9,4663
43,987.98,3982
44,1350.67,1512
45,778.63,5333
46,899.26,4716
47,1111.7,2942
48,1284.85,1814
49,1033.66,3585
50,929.95,4473
51,1235.46,2067
52,956.38,4256
53,1266.1,1910
54,2131.97,145
55,1302.94,1717
56,1113.25,2927
57,2118.11,151
58,1139.04,2720
59,1023.82,3671
60,1888.07,294
61,1833.46,351
62,1172.58,2486
63,960.93,4224
64,818.67,5189
65,1402.32,1313
66,1845.41,335
67,925.74,4506
68,1104.3,3008
69,1212.22,2216
70,1790.4,401
71,1147.28,2663
72,829.58,5145
73,1208.58,2248
74,1105.87,2996
75,1036.22,3559
76,1071.89,3251
77,1032.52,3594
78,1016.18,3742
79,936.53,4425
80,1138.87,2721
81,922.19,4532
82,813.73,5211
83,1024.77,3665
84,1201.24,2301
85,1107.25,2987
86,1044.84,3485
87,1188.33,2385
88,847.63,5056
89,940.23,4397
90,1234.14,2072
91,1298.57,1742
92,1214.82,2197
93,994.74,3926
94,1032.82,3593
95,1201.76,2299
96,1028.41,3627
97,792.44,5296
98,829.54,5146
99,1803.22,386
100,965.46,4182
101,1352.89,1500
102,1460.45,1130
103,1214.07,2203
104,1578.09,807
105,1127.66,2812
106,890.21,4778
107,1285.11,1813
108,873.72,4899
109,1188.98,2378
110,1212.37,2213
111,1017.76,3731
112,1656.72,616
113,1563.08,837
114,1215.94,2191
115,897.67,4731
116,1096.68,3062
117,1629.18,674
118,940.64,4392
119,1013.59,3763
120,908.01,4644
121,1089.85,3125
122,1488.54,1053
123,1251.51,1979
124,1175.95,2474
125,980.62,4054
126,915.69,4585
127,1126.83,2823
128,975.5,4102
129,979.7,4065
130,878.16,4874
131,1000.42,3877
132,937.81,4414
133,1453.38,1153
134,2226.19,114
135,1235.87,2064
136,1115.49,2908
137,1013.16,3770
138,935,4441
139,931.93,4456
140,1380.81,1402
141,1713.63,501
142,1579.85,803
143,917.09,4572
144,1495.15,1029
145,1501.77,1014
146,1652.76,626
147,1045.11,3481
148,1506.89,990
149,977.97,4078
150,1027.48,3637
151,1139.83,2713
152,869.2,4932
153,1286.88,1802
154,1375.44,1421
155,1200.34,2307
156,899.18,4717
157,1436.55,1193
158,925.98,4504
159,1269.4,1897
160,1227.38,2114
161,1123.9,2844
162,1132.09,2781
163,835.45,5116
164,870.84,4914
165,1031.77,3602
166,900.36,4706
167,1296.54,1752
168,1059.8,3350
169,1035.19,3570
170,851.81,5030
171,1191.04,2364
172,3870.84,7
173,1063.38,3321
174,1608.77,726
175,984.91,4013
176,1182.17,2429
177,1439.39,1189
178,1217.94,2175
179,2115.36,155
180,1863.19,318
181,875.6,4890
182,946,4343
183,1941.77,243
184,2374.81,84
185,940.35,4396
186,1272.12,1884
187,949.94,4310
188,1118.59,2887
189,1068.17,3284
190,1071.81,3252
191,1137.17,2732
192,1061.4,3335
193,933.05,4450
194,872.14,4907
195,1120.57,2867
196,1099.55,3039
197,816.22,5200
198,1188.38,2384
199,1243.51,2022
200,956.45,4255
201,933.56,4445
202,820.21,5182
203,1333.52,1585
204,1658.35,614
205,1087.22,3140
206,1004.17,3846
207,893,4755
208,1002.93,3857
209,850.02,5040
210,937.59,4415
211,1345.5,1539
212,1814.79,372
213,1937.65,246
214,1313.07,1672
215,957.49,4247
216,1675.91,573
217,1212.89,2209
218,857.34,5000
219,1092.58,3098
220,1731.3,476
221,850.31,5039
222,1015.2,3750
223,1525.65,925
224,940.43,4395
225,1053.34,3405
226,1494.05,1030
227,926.91,4493
228,1950.09,234
229,945.73,4345
230,2375.93,83
231,2030.61,191
232,1206.54,2266
233,1312.56,1674
234,2017.95,196
235,1221.97,2149
236,973.97,4116
237,885.84,4822
238,883.6,4834
239,912.4,4614
240,1461.37,1129
241,1190.74,2367
242,1141.91,2697
243,1306.93,1697
244,1751.03,454
245,1484.82,1066
246,1044.7,3487
247,1035.27,3567
248,1705.41,518
249,1011.76,3780
250,1307.44,1695
251,1150.54,2647
252,1211.27,2230
253,1052.77,3412
254,955,4282
255,1086.01,3156
256,1292,1769
257,1369.7,1452
258,1278.29,1857
259,1044.03,3491
260,1189.87,2372
261,909.55,4630
262,981.73,4045
263,1258.69,1947
264,1507.87,987
265,1918.35,260
266,1594.15,768
267,1093.64,3089
268,1037.06,3555
269,1297.51,1745
270,958.92,4233
271,1038.04,3546
272,1671.8,585
273,1915.64,263
274,1256.52,1955
275,821.12,5176
276,1159.29,2580
277,1266.39,1907
278,2417.36,75
279,1301.77,1725
280,936.36,4428
281,1443.12,1179
282,987.11,3995
283,971.99,4132
284,1456.56,1143
285,1104.76,3005
286,1113.08,2931
287,1182.63,2426
288,1302.92,1718
289,1464.91,1117
290,1141.53,2701
291,1339.83,1563
292,850.81,5037
293,904.21,4679
294,2722.47,27
295,2594.69,42
296,1046.79,3466
297,951.82,4297
298,1629.25,672
299,1023.4,3675
300,931.04,4462
301,869.59,4927
302,1137.13,2735
303,1334.82,1581
304,1114.49,2917
305,961.79,4216
306,1061.6,3332
307,1590.35,776
308,1223.65,2136
309,1594.49,766
310,1294.16,1761
311,1258.74,1945
312,1098.47,3047
313,1909.14,266
314,1212.43,2212
315,809.8,5232
316,1136.23,2748
317,1422.41,1235
318,993.22,3941
319,1126.86,2822
320,1450.47,1159
321,1968,221
322,1020.77,3707
323,1071.13,3262
324,1314.76,1659
325,998.99,3888
326,898.51,4722
327,885.21,4830
328,980.5,4056
329,1111.17,2950
330,1486.61,1062
331,1178.95,2452
332,1742.59,465
333,1249.91,1990
334,1554.43,859
335,1049.25,3444
336,1083.33,3179
337,1205.58,2271
338,1281.77,1835
339,1557.83,852
340,2270.03,106
341,1454.68,1149
342,921.72,4539
343,1706.9,514
344,861.13,4981
345,827.27,5157
346,886.95,4813
347,807.46,5243
348,1299.68,1738
349,883.02,4839
350,1120.73,2865
351,1171.51,2495
352,1655.67,619
353,1362.49,1475
354,1089.87,3124
355,1101.2,3030
356,1679.69,562
357,1673.15,583
358,1082.06,3183
359,1327.88,1605
360,1020.56,3709
361,1584.85,786
362,1303.59,1715
363,849.78,5044
364,1372.74,1438
365,1058.2,3358
366,1010.34,3794
367,1143.16,2692
368,1164.31,2542
369,1513.16,972
370,1512.33,974
371,909.02,4634
372,1685.64,553
373,1270.41,1889
374,1253.91,1970
375,965.11,4184
376,966.83,4170
377,1265.04,1917
378,796.66,5281
379,1009.81,3798
380,995.55,3920
381,918.15,4566
382,1102.11,3022
383,919.85,4549
384,1129.65,2795
385,1305.06,1709
386,914.17,4596
387,1574.83,814
388,1555.05,855
389,973.22,4123
390,887.1,4808
391,804.21,5258
392,1228.44,2106
393,959.85,4229
394,869.37,4930
395,1222.85,2140
396,1084.5,3171
397,1664.47,603
398,1113.72,2923
399,1438.51,1190
400,1095.78,3073
401,1751.54,453
402,785.71,5318
403,1427.08,1220
404,1404.34,1305
405,1042.17,3515
406,1779.29,416
407,1121.28,2859
408,1770.27,429
409,1280.21,1844
410,1319.92,1634
411,2446.78,68
412,1080.05,3193
413,976.38,4091
414,870.71,4915
415,1222.28,2143
416,1046.44,3470
417,977.44,4085
418,977.83,4080
419,1655.8,618
420,1059.94,3346
421,1078.94,3199
422,948.89,4320
423,1148.48,2656
424,1066.88,3295
425,1031.81,3601
426,946.52,4340
427,1637.32,660
428,956.51,4254
429,1030.83,3610
430,1036.71,3558
431,1024.34,3666
432,1044.8,3486
433,1095.79,3071
434,1109.75,2964
435,1667.88,592
436,996.69,3909
437,1105.52,3000
438,964.66,4185
439,1400.08,1321
440,1507.9,986
441,1551.02,870
442,1704.49,521
443,1026.42,3651
444,1042,3518
445,904.43,4678
446,1135.39,2757
447,1488.69,1051
448,3181.09,9
449,1086.54,3150
450,1408.08,1285
451,843.44,5079
452,1255.44,1958
453,1322.65,1626
454,1090.5,3117
455,1137.07,2736
456,1583.02,791
457,1088.47,3135
458,1247.03,2006
459,829.2,5149
460,818.81,5188
461,1640.16,655
462,896.93,4733
463,1505.45,998
464,1310.1,1685
465,1126.67,2825
466,1016.41,3738
467,1436.33,1194
468,1064.7,3308
469,978.94,4070
470,1370.27,1448
471,1201.99,2296
472,1321.97,1630
473,960.3,4227
474,1217.32,2181
475,1176.61,2468
476,1072.48,3243
477,914.62,4595
478,856.66,5008
479,721.48,5409
480,1055.78,3378
481,1204.07,2281
482,1688.25,549
483,1280.79,1839
484,1226.2,2123
485,973.42,4122
486,1132.43,2779
487,1054.38,3395
488,911.85,4620
489,990.41,3957
490,1404.61,1302
491,1542.15,896
492,975.52,4101
493,1222.8,2141
494,760.74,5365
495,2030.74,190
496,908.37,4640
497,1041.4,3523
498,788.08,5311
499,1625.39,685
500,889.95,4780
501,1170.89,2502
502,1005.69,3831
503,1071.74,3254
504,1258.07,1949
505,1128.08,2808
506,1979.12,216
507,1140.89,2706
508,1196.97,2322
509,1061.25,3336
510,1288.93,1791
511,1075.29,3224
512,872.01,4908
513,1417.62,1249
514,1084.54,3170
515,1490.25,1045
516,1056.7,3372
517,1113.92,2922
518,1115.37,2909
519,865.51,4952
520,879.57,4864
521,1047.72,3459
522,864.13,4964
523,2990.89,15
524,1346.74,1532
525,988.33,3977
526,835.24,5118
527,1014.74,3752
528,1254.87,1963
529,1695.37,537
530,1595.53,762
531,1084.96,3166
532,984.44,4020
533,1044.14,3489
534,931.68,4458
535,1492.46,1036
536,1561.11,842
537,1110.16,2960
538,804.44,5255
539,804.31,5256
540,1008.1,3813
541,926.84,4494
542,1128.01,2809
543,1145.85,2676
544,1044.9,3484
545,1369.61,1453
546,1233.4,2081
547,1200.32,2308
548,1281.24,1836
549,879.67,4863
550,919.65,4551
551,1043.31,3499
552,1115.7,2906
553,902.79,4691
554,1111.31,2948
555,991.78,3950
556,1812.01,378
557,1023.08,3678
558,1043.06,3503
559,1189.38,2374
560,1316.16,1650
561,1195.01,2336
562,1091.07,3113
563,1054.88,3389
564,1063.08,3323
565,789.31,5306
566,1663.88,606
567,1571.6,820
568,1068.15,3286
569,1013.29,3767
570,1491.5,1041
571,818.13,5191
572,1960.11,226
573,1423.38,1234
574,1092.03,3103
575,1673.69,582
576,939.7,4403
577,980.49,4057
578,916.14,4582
579,2185.97,126
580,1300.75,1731
581,1295.8,1755
582,911.21,4623
583,983.78,4026
584,2181.49,131
585,962.89,4200
586,1226.95,2116
587,1166.45,2528
588,2422.03,72
589,2011.62,198
590,964.56,4187
591,889.46,4788
592,1093.01,3095
593,846.32,5066
594,950.9,4303
595,1238.02,2057
596,916.52,4579
597,1134.89,2763
598,1163.07,2552
599,989.7,3965
600,1491.39,1043
601,861.39,4978
602,1431.75,1208
603,996.84,3906
604,1011.42,3785
605,1213.65,2204
606,1358.75,1485
607,1385.93,1377
608,1124.22,2841
609,1320.85,1632
610,1274.52,1876
611,806.43,5249
612,1050.45,3431
613,960.75,4226
614,1154.9,2617
615,1718.71,494
616,1208.05,2251
617,1032.33,3596
618,1231.71,2087
619,1670.36,586
620,1055.33,3383
621,1234.32,2070
622,2548.75,48
623,1150.87,2644
624,1737.1,472
625,1738,469
626,955.03,4280
627,885.38,4828
628,1553.04,863
629,1624.7,688
630,983.22,4032
631,2097.15,163
632,1116.6,2900
633,1211.8,2221
634,1031.08,3608
635,1582.45,795
636,771.91,5348
637,1488.55,1052
638,1788.9,403
639,1039.45,3533
640,1454.23,1150
641,984.77,4016
642,975.03,4107
643,1343.77,1549
644,1359.93,1482
645,918.91,4557
646,1718.22,495
647,1130.78,2788
648,753.32,5375
649,2199.45,121
650,1314.83,1657
651,1487.54,1059
652,952.8,4291
653,1206.6,2265
654,893.07,4754
655,1791.25,400
656,1409.15,1275
657,2629.02,34
658,1043.41,3497
659,1152.98,2625
660,1155.05,2616
661,1105.17,3001
662,1076.05,3221
663,905.14,4673
664,1631.8,668
665,1061.49,3334
666,1280.36,1843
667,894.24,4743
668,1268.77,1899
669,1887.03,297
670,1489.92,1049
671,1223.01,2139
672,1783.44,410
673,946.64,4339
